Move ID,Move Name,Move Effect,Power,Accuracy,PP,Type,Damage Class
502,ally-switch,"User switches position on the field with the friendly Pokémon opposite it.  If the user is in the middle position in a triple battle, or there are no other friendly Pokémon, this move will fail.",,,15,psychic,status
503,scald,Inflicts regular damage.  Has a 30% chance to burn the target.,80,100,15,water,special
504,shell-smash,"Raises the user's Attack, Special Attack, and Speed by two stages each.  Lowers the user's Defense and Special Defense by one stage each.",,,15,normal,status
505,heal-pulse,Heals the target for half its max HP.,,,10,psychic,status
506,hex,"Inflicts regular damage.  If the target has a major status ailment, this move has double power.",65,100,10,ghost,special
507,sky-drop,"Inflicts regular damage.  User carries the target high into the air for one turn, during which no moves will hit either Pokémon and neither can act.  On the following turn, the user drops the target, inflicting damage and ending the effect.

If the target is flying-type, this move will function as normal but inflict no damage.

gust, hurricane, sky uppercut, smack down, thunder, twister, and whirlwind can hit both the user and the target during this effect.  gust and twister will additionally have double power.

The damage from hail and sandstorm still applies during this effect.

Either Pokémon may be hit during this effect if also under the effect of lock on, mind reader, or no guard.

This move cannot be used while gravity is in effect.

This move cannot be selected by sleep talk.

*Bug*: If gravity is used during a double or triple battle while this move is in effect, this move is not correctly canceled on the target, and it remains high in the air indefinitely.  As this move prevents the target from acting, the only way to subsequently remove it from the field is to faint it.",60,100,10,flying,physical
508,shift-gear,Raises the user's Attack by one stage and its Speed by two stages.,,,10,steel,status
509,circle-throw,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",60,90,10,fighting,physical
510,incinerate,"Inflicts regular damage.  If the target is holding a berry, it's destroyed and cannot be used in response to this move.",60,100,15,fire,special
511,quash,"Forces the target to act last this turn, regardless of Speed or move priority.  If the target has already acted this turn, this move will fail.",,100,15,dark,status
512,acrobatics,"Inflicts regular damage.  If the user has no held item, this move has double power.",55,100,15,flying,physical
513,reflect-type,User's type changes to match the target's.,,,15,normal,status
514,retaliate,"Inflicts regular damage.  If a friendly Pokémon fainted on the previous turn, this move has double power.",70,100,5,normal,physical
515,final-gambit,Inflicts damage equal to the user's remaining HP.  User faints.,,100,5,fighting,special
516,bestow,"Transfers the user's held item to the target.  If the user has no held item, or the target already has a held item, this move will fail.",,,15,normal,status
517,inferno,Inflicts regular damage.  Has a 100% chance to burn the target.,100,50,5,fire,special
518,water-pledge,"Inflicts regular damage.  If a friendly Pokémon used grass pledge earlier this turn, all opposing Pokémon have halved Speed for four turns (including this one).",80,100,10,water,special
519,fire-pledge,"Inflicts regular damage.  If a friendly Pokémon used water pledge earlier this turn, moves used by any friendly Pokémon have doubled effect chance for four turns (including this one).",80,100,10,fire,special
520,grass-pledge,"Inflicts regular damage.  If a friendly Pokémon used fire pledge earlier this turn, all opposing Pokémon will take 1/8 their max HP in damage at the end of every turn for four turns (including this one).",80,100,10,grass,special
521,volt-switch,"Inflicts regular damage, then the user immediately switches out, and the trainer selects a replacement Pokémon from the party.  If the target faints from this attack, the user's trainer selects the new Pokémon to send out first.  If the user is the last Pokémon in its party that can battle, it will not switch out.

The user may be hit by pursuit when it switches out, if it has been targeted and pursuit has not yet been used.

This move may be used even if the user is under the effect of ingrain.  ingrain's effect will end.",70,100,20,electric,special
522,struggle-bug,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.,50,100,20,bug,special
523,bulldoze,Inflicts regular damage.  Has a 100% chance to lower the target's Speed by one stage.,60,100,20,ground,physical
524,frost-breath,Inflicts regular damage.  Always scores a critical hit.,60,90,10,ice,special
525,dragon-tail,"Inflicts regular damage, then switches the target out for another of its trainer's Pokémon, selected at random.

If the target is under the effect of ingrain or suction cups, or it has a substitute, or its Trainer has no more usable Pokémon, it will not be switched out.  If the target is a wild Pokémon, the battle ends instead.",60,90,10,dragon,physical
526,work-up,Raises the user's Attack and Special Attack by one stage each.,,,30,normal,status
527,electroweb,Lowers the target's Speed by one stage.,55,95,15,electric,special
528,wild-charge,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,90,100,15,electric,physical
529,drill-run,Inflicts regular damage.  User's critical hit rate is one level higher when using this move.,80,95,10,ground,physical
530,dual-chop,Inflicts regular damage.  Hits twice in one turn.,40,90,15,dragon,physical
531,heart-stamp,Inflicts regular damage.  Has a 30% chance to make the target flinch.,60,100,25,psychic,physical
532,horn-leech,Inflicts regular damage.  Drains half the damage inflicted to heal the user.,75,100,10,grass,physical
533,sacred-sword,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.",90,100,15,fighting,physical
534,razor-shell,Inflicts regular damage.  Has a 50% chance to lower the target's Defense by one stage.,75,95,10,water,physical
535,heat-crash,"Inflicts regular damage.  The greater the user's weight compared to the target's, the higher power this move has, to a maximum of 120.

User's weight                    | Power
-------------------------------- | ----:
Up to 2× the target's weight     |    40
Up to 3× the target's weight     |    60
Up to 4× the target's weight     |    80
Up to 5× the target's weight     |   100
More than 5× the target's weight |   120
",,100,10,fire,physical
536,leaf-tornado,Inflicts regular damage.  Has a 50% chance to lower the target's accuracy by one stage.,65,90,10,grass,special
537,steamroller,"Inflicts regular damage.  Has a 30% chance to make the target flinch.

Power is doubled against Pokémon that have used minimize since entering the field.",65,100,20,bug,physical
538,cotton-guard,Raises the user's Defense by three stages.,,,10,grass,status
539,night-daze,Inflicts regular damage.  Has a 40% chance to lower the target's accuracy by one stage.,85,95,10,dark,special
540,psystrike,"Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",100,100,10,psychic,special
541,tail-slap,"Inflicts regular damage.  Hits 2–5 times in one turn.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.",25,85,10,normal,physical
542,hurricane,"Inflicts regular damage.  Has a 30% chance to confuse the target.

This move can hit Pokémon under the effect of bounce, fly, or sky drop.

During rain dance, this move has 100% accuracy.  During sunny day, this move has 50% accuracy.",110,70,10,flying,special
543,head-charge,Inflicts regular damage.  User takes 1/4 the damage it inflicts in recoil.,120,100,15,normal,physical
544,gear-grind,Inflicts regular damage.  Hits twice in one turn.,50,85,15,steel,physical
545,searing-shot,Inflicts regular damage.  Has a 30% chance to burn the target.,100,100,5,fire,special
546,techno-blast,"Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",120,100,5,normal,special
547,relic-song,"Inflicts regular damage.  Has a 10% chance to put the target to sleep.
If the user is a meloetta, it will toggle between Aria and Pirouette Forme.",75,100,10,normal,special
548,secret-sword,"Inflicts regular damage.  Damage calculation always uses the target's Defense, regardless of this move's damage class.",85,100,10,fighting,special
549,glaciate,Inflicts regular damage.  Lowers the target's Speed by one stage.,65,95,10,ice,special
550,bolt-strike,Inflicts regular damage.  Has a 20% chance to paralyze the target.,130,85,5,electric,physical
551,blue-flare,Inflicts regular damage.  Has a 20% chance to burn the target.,130,85,5,fire,special
552,fiery-dance,Inflicts regular damage.  Has a 50% chance to raise the user's Special Attack by one stage.,80,100,10,fire,special
553,freeze-shock,Inflicts regular damage.  Has a 30% chance to paralyze the target.  User charges for one turn before attacking.,140,90,5,ice,physical
554,ice-burn,Inflicts regular damage.  Has a 30% chance to burn the target.  User charges for one turn before attacking.,140,90,5,ice,special
555,snarl,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.,55,95,15,dark,special
556,icicle-crash,Inflicts regular damage.  Has a 30% chance to make the target flinch.,85,90,10,ice,physical
557,v-create,"Inflicts regular damage.  Lowers the user's Defense, Special Defense, and Speed by one stage each.",180,95,5,fire,physical
558,fusion-flare,"Inflicts regular damage.  If a friendly Pokémon used fusion bolt earlier this turn, this move has double power.",100,100,5,fire,special
559,fusion-bolt,"Inflicts regular damage.  If a friendly Pokémon used fusion flare earlier this turn, this move has double power.",100,100,5,electric,physical
560,flying-press,"Inflicts regular damage.  For the purposes of type effectiveness, this move is both fighting- and flying-type: its final effectiveness is determined by multiplying the effectiveness of each type against each of the target's types.

For all other purposes, this move is pure Fighting-type.  If this move's type is changed, its Fighting typing is overwritten, and its secondary type remains Flying.

If the target has used minimize since entering battle, this move has double power and will never miss.",100,95,10,fighting,physical
561,mat-block,Protects all friendly Pokémon from damaging moves.  Only works on the first turn after the user is sent out.,,,10,fighting,status
562,belch,"Inflicts regular damage.  Can only be used if the user has eaten a berry since the beginning of the battle.

After the user eats a berry, it may use this move any number of times until the end of the battle, even if it switches out.  Eating a held berry, eating a berry via bug bite or pluck, or being the target of a Flung berry will enable this move.  Feeding a Pokémon a berry from the bag or using natural gift will not.

If the trainer chooses this move when it cannot be used, the choice is rejected outright and the trainer must choose another move.",120,90,10,poison,special
563,rototiller,Raises the Attack and Special Attack of all grass Pokémon in battle.,,,10,ground,status
564,sticky-web,"Shoots a web over the opponents' side of the field, which lowers the Speed of any opposing Pokémon that enters the field by one stage.

Pokémon in the air, such as flying-types and those with levitate, are unaffected.  rapid spin removes Sticky Web from the user's side of the field; defog removes it from both sides.",,,20,bug,status
565,fell-stinger,Inflicts regular damage.  Raises the user's Attack by two stages if it KOs the target.,50,100,25,bug,physical
566,phantom-force,"Inflicts regular damage.  User vanishes for one turn, becoming immune to attack, and hits on the second turn.

This move ignores the effects of detect and protect.

This move cannot be selected by sleep talk.",90,100,10,ghost,physical
567,trick-or-treat,Adds ghost to the target's types.,,100,20,ghost,status
568,noble-roar,Lowers the target's Attack and Special Attack by one stage.,,100,30,normal,status
569,ion-deluge,Changes all Pokémon's normal moves to electric moves for the rest of the turn.,,,25,electric,status
570,parabolic-charge,Heals the user for half the total damage dealt to all targets.,65,100,20,electric,special
571,forests-curse,Adds grass to the target's types.,,100,20,grass,status
572,petal-blizzard,Inflicts regular damage.,90,100,15,grass,physical
573,freeze-dry,"Inflicts regular damage.  This move is super-effective against the water type.

The target's other type will affect damage as usual.  If this move's type is changed, it remains super-effective against Water regardless of its type.",70,100,20,ice,special
574,disarming-voice,Inflicts regular damage.  Ignores accuracy and evasion.,40,,15,fairy,special
575,parting-shot,Lowers all targets' Attack and Special Attack by one stage.  Makes the user switch out.,,100,20,dark,status
576,topsy-turvy,Inverts the target's stat modifiers.,,,20,dark,status
577,draining-kiss,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.,50,100,10,fairy,special
578,crafty-shield,"Protects all friendly Pokémon from non-damaging moves for the rest of the turn.

Unlike other blocking moves, this move may be used consecutively without its chance of success falling.",,,10,fairy,status
579,flower-shield,Raises the Defense of all grass Pokémon in battle.,,,10,fairy,status
580,grassy-terrain,"For five turns, heals all Pokémon on the ground for 1/16 their max HP each turn and strengthens their grass moves to 1.5× their power.

Changes nature power to energy ball.",,,10,grass,status
581,misty-terrain,"For five turns, protects all Pokémon on the ground from major status ailments and confusion and weakens dragon moves used against them to 0.5× their power.

Changes nature power to moonblast.",,,10,fairy,status
582,electrify,Changes the target's move's type to electric if it hasn't moved yet this turn.,,,20,electric,status
583,play-rough,Inflicts regular damage.  Has a 10% chance to lower the target's Attack by one stage.,90,90,10,fairy,physical
584,fairy-wind,Inflicts regular damage.,40,100,30,fairy,special
585,moonblast,Inflicts regular damage.  Has a 30% chance to lower the target's Special Attack by one stage.,95,100,15,fairy,special
586,boomburst,Inflicts regular damage.,140,100,10,normal,special
587,fairy-lock,Prevents all Pokémon from fleeing or switching out during the next turn.,,,10,fairy,status
588,kings-shield,Blocks damaging attacks and lowers attacking Pokémon's Attack by two stages on contact.  Switches Aegislash to Shield Forme.,,,10,steel,status
589,play-nice,Lowers the target's Attack by one stage.,,,20,normal,status
590,confide,Lowers the target's Special Attack by one stage.,,,20,normal,status
591,diamond-storm,Inflicts regular damage.  Has a 50% chance to raise the user's Defense by two stages for each target hit.,100,95,5,rock,physical
592,steam-eruption,Inflicts regular damage.  Has a 30% chance to burn the target.,110,95,5,water,special
593,hyperspace-hole,Inflicts regular damage.  Bypasses and removes any protection effect on the target.,80,,5,psychic,special
594,water-shuriken,Inflicts regular damage.  Hits 2–5 times.,15,100,20,water,special
595,mystical-fire,Inflicts regular damage.  Has a 100% chance to lower the target's Special Attack by one stage.,75,100,10,fire,special
596,spiky-shield,Blocks damaging attacks and damages attacking Pokémon for 1/8 their max HP.,,,10,grass,status
597,aromatic-mist,Raises a selected ally's Special Defense by one stage.,,,20,fairy,status
598,eerie-impulse,Lowers the target's Special Attack by two stages.,,100,15,electric,status
599,venom-drench,"Lowers the target's Attack, Special Attack, and Speed by one stage if it is poisoned.",,100,20,poison,status
600,powder,"Explodes if the target uses a fire move this turn, damaging it for 1/4 its max HP and preventing the move.",,100,20,bug,status
601,geomancy,"Takes one turn to charge, then raises the user's Special Attack, Special Defense, and Speed by two stages.",,,10,fairy,status
602,magnetic-flux,Raises the Defense and Special Defense of all friendly Pokémon with plus or minus by one stage.,,,20,electric,status
603,happy-hour,"Doubles prize money.

Stacks with a held item.  Only works once per battle.",,,30,normal,status
604,electric-terrain,"For five turns, prevents all Pokémon on the ground from sleeping and strengthens their electric moves to 1.5× their power.

Changes nature power to thunderbolt.",,,10,electric,status
605,dazzling-gleam,Inflicts regular damage.,80,100,10,fairy,special
606,celebrate,Does nothing.,,,40,normal,status
607,hold-hands,Does nothing.,,,40,normal,status
608,baby-doll-eyes,Lowers the target's Attack by one stage.,,100,30,fairy,status
609,nuzzle,Inflicts regular damage.  Has a 100% chance to paralyze the target.,20,100,20,electric,physical
610,hold-back,Inflicts regular damage.  Will not reduce the target's HP below 1.,40,100,40,normal,physical
611,infestation,"Inflicts regular damage.  For the next 2–5 turns, the target cannot leave the field and is damaged for 1/16 its max HP at the end of each turn.  The user continues to use other moves during this time.  If the user leaves the field, this effect ends.

Has a 3/8 chance each to hit 2 or 3 times, and a 1/8 chance each to hit 4 or 5 times.  Averages to 3 hits per use.

rapid spin cancels this effect.",20,100,20,bug,special
612,power-up-punch,Inflicts regular damage.  Raises the user's Attack by one stage.,40,100,20,fighting,physical
613,oblivion-wing,Deals regular damage.  Drains 75% of the damage inflicted to heal the user.,80,100,10,flying,special
614,thousand-arrows,Inflicts regular damage.  Grounds the target until it leaves battle.  Ignores levitation effects and the immunity of flying-type Pokémon.,90,100,10,ground,physical
615,thousand-waves,Inflicts regular damage.  Traps the target.,90,100,10,ground,physical
616,lands-wrath,Inflicts regular damage.,90,100,10,ground,physical
617,light-of-ruin,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.,140,90,5,fairy,special
618,origin-pulse,Inflicts regular damage.,110,85,10,water,special
619,precipice-blades,Inflicts regular damage.,120,85,10,ground,physical
620,dragon-ascent,"Inflicts regular damage, then lowers the user's Defense and Special Defense by one stage each.",120,100,5,flying,physical
621,hyperspace-fury,Inflicts regular damage.  Bypasses and removes any protection effect on the target.,100,,5,dark,physical
622,breakneck-blitz--physical,Inflicts regular damage.,,,1,normal,physical
623,breakneck-blitz--special,Inflicts regular damage.,,,1,normal,special
624,all-out-pummeling--physical,Inflicts regular damage.,,,1,fighting,physical
625,all-out-pummeling--special,Inflicts regular damage.,,,1,fighting,special
626,supersonic-skystrike--physical,Inflicts regular damage.,,,1,flying,physical
627,supersonic-skystrike--special,Inflicts regular damage.,,,1,flying,special
628,acid-downpour--physical,Inflicts regular damage.,,,1,poison,physical
629,acid-downpour--special,Inflicts regular damage.,,,1,poison,special
630,tectonic-rage--physical,Inflicts regular damage.,,,1,ground,physical
631,tectonic-rage--special,Inflicts regular damage.,,,1,ground,special
632,continental-crush--physical,Inflicts regular damage.,,,1,rock,physical
633,continental-crush--special,Inflicts regular damage.,,,1,rock,special
634,savage-spin-out--physical,Inflicts regular damage.,,,1,bug,physical
635,savage-spin-out--special,Inflicts regular damage.,,,1,bug,special
636,never-ending-nightmare--physical,Inflicts regular damage.,,,1,ghost,physical
637,never-ending-nightmare--special,Inflicts regular damage.,,,1,ghost,special
638,corkscrew-crash--physical,Inflicts regular damage.,,,1,steel,physical
639,corkscrew-crash--special,Inflicts regular damage.,,,1,steel,special
640,inferno-overdrive--physical,Inflicts regular damage.,,,1,fire,physical
641,inferno-overdrive--special,Inflicts regular damage.,,,1,fire,special
642,hydro-vortex--physical,Inflicts regular damage.,,,1,water,physical
643,hydro-vortex--special,Inflicts regular damage.,,,1,water,special
644,bloom-doom--physical,Inflicts regular damage.,,,1,grass,physical
645,bloom-doom--special,Inflicts regular damage.,,,1,grass,special
646,gigavolt-havoc--physical,Inflicts regular damage.,,,1,electric,physical
647,gigavolt-havoc--special,Inflicts regular damage.,,,1,electric,special
648,shattered-psyche--physical,Inflicts regular damage.,,,1,psychic,physical
649,shattered-psyche--special,Inflicts regular damage.,,,1,psychic,special
650,subzero-slammer--physical,Inflicts regular damage.,,,1,ice,physical
651,subzero-slammer--special,Inflicts regular damage.,,,1,ice,special
652,devastating-drake--physical,Inflicts regular damage.,,,1,dragon,physical
653,devastating-drake--special,Inflicts regular damage.,,,1,dragon,special
654,black-hole-eclipse--physical,Inflicts regular damage.,,,1,dark,physical
655,black-hole-eclipse--special,Inflicts regular damage.,,,1,dark,special
656,twinkle-tackle--physical,Inflicts regular damage.,,,1,fairy,physical
657,twinkle-tackle--special,Inflicts regular damage.,,,1,fairy,special
658,catastropika,Inflicts regular damage.,210,,1,electric,physical
659,shore-up,"Heals the user for ½ its max HP.  During a sandstorm, the healing is increased to ⅔.",,,5,ground,status
660,first-impression,Inflicts regular damage. Can only be used on the user's first turn after entering the field.,90,100,10,bug,physical
661,baneful-bunker,"Grants the user protection for the rest of the turn.  If a Pokémon attempts to use a move that makes contact with the user, that Pokémon will be poisoned.  This move's chance of success halves every time it's used consecutively with any other protection move.",,,10,poison,status
662,spirit-shackle,Inflicts regular damage.  Traps the target.,80,100,10,ghost,physical
663,darkest-lariat,"Inflicts regular damage.  Damage calculation ignores the target's stat modifiers, including evasion.",85,100,10,dark,physical
664,sparkling-aria,"Inflicts regular damage.  If the target has a burn and takes damage from this move, its burn is healed.",90,100,10,water,special
665,ice-hammer,"Inflicts regular damage, then lowers the user's Speed by one stage.",100,90,10,ice,physical
666,floral-healing,"Heals the target for ½ its max HP.  If grassy terrain is in effect, heals for ⅔ instead.",,,10,fairy,status
667,high-horsepower,Inflicts regular damage.,95,95,10,ground,physical
668,strength-sap,"Lowers the target's Attack by one stage.  Heals the user by the target's current Attack, including modifiers, but not including this move's Attack-lowering effect.

If the target's Attack is already at -6, this move will fail.  In any other situation that would prevent a stat modification, the healing will still succeed.",,100,10,grass,status
669,solar-blade,"Inflicts regular damage.  User charges for one turn before attacking.

During sunny day, the charge turn is skipped.

During hail, rain dance, or sandstorm, power is halved.

This move cannot be selected by sleep talk.",125,100,10,grass,physical
670,leafage,Inflicts regular damage.,40,100,40,grass,physical
671,spotlight,"For the duration of the turn, if the target is also a valid target for a move used by one of its opponents, that move will target it instead.",,,15,normal,status
672,toxic-thread,Poisons the target and lowers its Speed by one stage.,,100,20,poison,status
673,laser-focus,The user's next move will result in a critical hit.,,,30,normal,status
674,gear-up,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.,,,20,steel,status
675,throat-chop,"Inflicts regular damage.  Silences the target for two turns, preventing it from using any sound-based moves.",80,100,15,dark,physical
676,pollen-puff,"If the target is an opponent, inflicts regular damage.  If the target is an ally, heals the target for 50% of its max HP.",90,100,15,bug,special
677,anchor-shot,Inflicts regular damage.  Traps the target.,80,100,20,steel,physical
678,psychic-terrain,"Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain, grassy terrain, and misty terrain.

All Pokémon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.)  Additionally, when a Pokémon on the ground uses a psychic-type move, that move's power is increased to 1.5×.

If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5.",,,10,psychic,status
679,lunge,Inflicts regular damage.  Lowers the target's Attack by one stage.,80,100,15,bug,physical
680,fire-lash,Inflicts regular damage.  Lowers the target's Defense by one stage.,80,100,15,fire,physical
681,power-trip,"Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user's stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move's power.  For a Pokémon with all five stats modified to +6, this move's power is 31×.",20,100,10,dark,physical
682,burn-up,"Inflicts regular damage.  Removes the user's fire type after damage calculation.  If the user is not fire-type, this move will fail.",130,100,5,fire,special
683,speed-swap,Exchanges the original Speed stats of the user and target.,,,10,psychic,status
684,smart-strike,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,70,,10,steel,physical
685,purify,"Cures the target of its major status ailment and heals the user for 50% of its max HP.  If the target has no major status ailment, this move will fail.",,,20,poison,status
686,revelation-dance,"Inflicts regular damage.  This move's type matches the user's first type, if any; otherwise, it's typeless.",90,100,15,normal,special
687,core-enforcer,"Inflicts regular damage.  If the target has already moved this turn, its ability is nullified.",100,100,10,dragon,special
688,trop-kick,Inflicts regular damage.  Lowers the target's Attack by one stage.,70,100,15,grass,physical
689,instruct,"The target immediately uses its most recently-used move.  This is independent of the target's normal action for the turn (i.e., it may end up moving twice), but otherwise functions as usual, including deduction of PP.  This effect works for disabled moves and ignores torment.",,,15,psychic,status
690,beak-blast,"Begins charging at the start of the turn, then attacks as normal.  Any Pokémon that makes contact with the user while charging is burned.  The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move.",100,100,15,flying,physical
691,clanging-scales,Inflicts regular damage.  Lowers the user's Defense by one stage.,110,100,5,dragon,special
692,dragon-hammer,Inflicts regular damage.,90,100,15,dragon,physical
693,brutal-swing,Inflicts regular damage.,60,100,20,dark,physical
694,aurora-veil,"Places the Aurora Veil effect on the user's side of the field for the next 5 turns.  If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail.

Any regular damage dealt to an affected Pokémon is reduced by ½.  (If there are multiple Pokémon on the affected field, the reduction is ⅓.)",,,20,ice,status
695,sinister-arrow-raid,Inflicts regular damage.,180,,1,ghost,physical
696,malicious-moonsault,Inflicts regular damage.,180,,1,dark,physical
697,oceanic-operetta,Inflicts regular damage.,195,,1,water,special
698,guardian-of-alola,Inflicts direct damage equal to ¾ of the target's remaining HP.,,,1,fairy,special
699,soul-stealing-7-star-strike,Inflicts regular damage.,195,,1,ghost,physical
700,stoked-sparksurfer,Inflicts regular damage.  Has a 100% chance to paralyze the target.,175,,1,electric,special
701,pulverizing-pancake,Inflicts regular damage.,210,,1,normal,physical
702,extreme-evoboost,"Raises the user's Attack, Defense, Special Attack, Special Defense, and Speed by two stages each.",,,1,normal,status
703,genesis-supernova,"Inflicts regular damage, then (if successful) changes the terrain to psychic terrain.",185,,1,psychic,special
704,shell-trap,"Inflicts regular damage.  If the user was not yet hit by an opponent's physical move this turn, this move will fail.",150,100,5,fire,special
705,fleur-cannon,"Inflicts regular damage, then lowers the user's Special Attack by two stages.",130,90,5,fairy,special
706,psychic-fangs,"Destroys any light screen or reflect on the target's side of the field, then inflicts regular damage.",85,100,10,psychic,physical
707,stomping-tantrum,"Inflicts regular damage.  Power is doubled if the user's last move failed for any reason (i.e., produced the message ""But it failed!"") or was ineffective due to types.",75,100,10,ground,physical
708,shadow-bone,Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.,85,100,10,ghost,physical
709,accelerock,Inflicts regular damage.,40,100,20,rock,physical
710,liquidation,Inflicts regular damage.  Has a 20% chance to lower the target's Defense by one stage.,85,100,10,water,physical
711,prismatic-laser,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",160,100,10,psychic,special
712,spectral-thief,"Steals the target's stat increases, then inflicts regular damage.  Will not steal stat increases that would put any of the user's stats at more than +6; any excess is left on the target.  Stolen increases are affected by abilities as normal.",90,100,10,ghost,physical
713,sunsteel-strike,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",100,100,5,steel,physical
714,moongeist-beam,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",100,100,5,ghost,special
715,tearful-look,Lowers the target's Attack and Special Attack by one stage each.,,,20,normal,status
716,zing-zap,Inflicts regular damage.  Has a 30% chance to make the target flinch.,80,100,10,electric,physical
717,natures-madness,Inflicts typeless damage equal to half the target's remaining HP.,,90,10,fairy,special
718,multi-attack,"Inflicts regular damage.  If the user is holding a plate or a drive, this move's type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",120,100,10,normal,physical
719,10-000-000-volt-thunderbolt,Inflicts regular damage.,195,,1,electric,special
720,mind-blown,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",150,100,5,fire,special
721,plasma-fists,"After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize.",100,100,15,electric,physical
722,photon-geyser,Inflicts regular damage.,100,100,5,psychic,special
723,light-that-burns-the-sky,"Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities.",200,,1,psychic,special
724,searing-sunraze-smash,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",200,,1,steel,physical
725,menacing-moonraze-maelstrom,"Inflicts regular damage.  Other Pokémon's abilities cannot activate in response to this move.  In particular, it hits through disguise",200,,1,ghost,special
726,lets-snuggle-forever,Inflicts regular damage.,190,,1,fairy,physical
727,splintered-stormshards,Inflicts damage and removes any terrain present on the battlefield.,190,,1,rock,physical
728,clangorous-soulblaze,"Inflicts sound-based damage to all opposing Pokémon and increases the user's Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user's stats are not raised if the move fails to damage any opposing Pokémon.",185,,1,dragon,special
729,zippy-zap,Inflicts regular damage.,80,100,10,electric,physical
730,splishy-splash,Inflicts regular damage.,90,100,15,water,special
731,floaty-fall,Inflicts regular damage.,90,95,15,flying,physical
732,pika-papow,Inflicts regular damage.,,,20,electric,special
733,bouncy-bubble,Inflicts regular damage.,60,100,20,water,special
734,buzzy-buzz,Inflicts regular damage.,60,100,20,electric,special
735,sizzly-slide,Inflicts regular damage.,60,100,20,fire,physical
736,glitzy-glow,Inflicts regular damage.,80,95,15,psychic,special
737,baddy-bad,Inflicts regular damage.,80,95,15,dark,special
738,sappy-seed,Inflicts regular damage.,100,90,10,grass,physical
739,freezy-frost,Inflicts regular damage.,100,90,10,ice,special
740,sparkly-swirl,Inflicts regular damage.,120,85,5,fairy,special
741,veevee-volley,Inflicts regular damage.,,,20,normal,physical
742,double-iron-bash,Inflicts regular damage.  Hits twice in one turn.,60,100,5,steel,physical
743,max-guard,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.

lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.

thunder during rain dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse's curse effect
* Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move's protection after it hits
* imprison
* perish song
* shadow force
* Moves that merely copy the user, such as transform or psych up

This move cannot be selected by assist or metronome.",,,10,normal,status
744,dynamax-cannon,"Inflicts regular damage, then (if successful) sets light screen on the user's side of the field.",100,100,5,dragon,special
